id,slug,text,perimeter,group_id,group_name
1402-genevois-franeais-syndicat-mixte,genevois-franeais-syndicat-mixte,Genevois franéais (Syndicat mixte),,,
1403-gevaudan-lozere-petr,gevaudan-lozere-petr,Gévaudan-Lozére (PETR),,,
1404-giennois-syndicat-mixte,giennois-syndicat-mixte,Giennois (Syndicat mixte),,,
1405-grand-amienois-syndicat-mixte,grand-amienois-syndicat-mixte,Grand Amiénois (Syndicat mixte),,,
1406-grand-auxerrois-petr,grand-auxerrois-petr,Grand Auxerrois (PETR),,,
1407-grand-beauvaisis-petr,grand-beauvaisis-petr,Grand Beauvaisis (PETR),PETR du Grand Beauvaisis,8.0,Pays OU Pôle d'équilibre territorial et rural (PETR)
1408-grand-clermont-petr,grand-clermont-petr,Grand Clermont (PETR),,,
1409-grand-laonnois,grand-laonnois,Grand Laonnois,,,
1410-grand-libournais-petr,grand-libournais-petr,Grand Libournais (PETR),,,
1411-grand-pau-syndicat-mixte,grand-pau-syndicat-mixte,Grand Pau (Syndicat mixte),,,
1412-grand-pays-de-colmar,grand-pays-de-colmar,Grand Pays de Colmar,,,
1413-grand-provinois-syndicat-mixte,grand-provinois-syndicat-mixte,Grand Provinois (Syndicat mixte),,,
1414-grand-quercy-petr,grand-quercy-petr,Grand Quercy (PETR),,,
1415-grande-sologne-syndicat-mixte,grande-sologne-syndicat-mixte,Grande Sologne (Syndicat mixte),,,
1416-graylois-petr,graylois-petr,Graylois (PETR),,,
1417-gueret-syndicat-mixte,gueret-syndicat-mixte,Guéret (Syndicat mixte),,,
1418-guingamp-petr,guingamp-petr,Guingamp (PETR),,,
1419-haut-languedoc-et-vignobles-syndicat-mixte,haut-languedoc-et-vignobles-syndicat-mixte,Haut Languedoc et Vignobles (Syndicat mixte),,,
1420-haut-rouergue-petr,haut-rouergue-petr,Haut Rouergue (PETR),,,
1421-haut-jura-syndicat-mixte,haut-jura-syndicat-mixte,Haut-Jura (Syndicat mixte),,,
1422-haute-gironde-syndicat-mixte,haute-gironde-syndicat-mixte,Haute Gironde (Syndicat mixte),,,
1423-haute-lande-petr,haute-lande-petr,Haute Lande (PETR),,,
1424-vallee-de-laude-petr,vallee-de-laude-petr,Vallée de l'Aude (PETR),,,
1425-haute-correze-syndicat-mixte,haute-correze-syndicat-mixte,Haute-Corréze (Syndicat mixte),,,
1426-haute-sarthe-syndicat-mixte,haute-sarthe-syndicat-mixte,Haute-Sarthe (Syndicat mixte),,,
1427-hautes-falaises-syndicat-mixte,hautes-falaises-syndicat-mixte,Hautes Falaises (Syndicat mixte),,,
1428-hautes-terres-doc-petr,hautes-terres-doc-petr,Hautes Terres d'Oc (PETR),,,
1429-hauts-doubs-syndicat-mixte,hauts-doubs-syndicat-mixte,Hauts-Doubs (Syndicat mixte),,,
1430-horloger-petr,horloger-petr,Horloger (PETR),,,
1431-interregional-bresle-yeres-petr,interregional-bresle-yeres-petr,Interrégional Bresle-Yéres (PETR),,,
1432-isle-en-perigord-syndicat-mixte,isle-en-perigord-syndicat-mixte,Isle en Périgord (Syndicat mixte),PAYS DE L'ISLE EN PÉRIGORD,,
1433-issoudun-et-champagne-berrichone-syndicat-mixte,issoudun-et-champagne-berrichone-syndicat-mixte,Issoudun et Champagne Berrichone (Syndicat mixte),,,
1434-jeune-loire-petr,jeune-loire-petr,Jeune Loire (PETR),,,
1436-langres-petr,langres-petr,Langres (PETR),,,
1438-ledonien-syndicat-mixte,ledonien-syndicat-mixte,Lédonien (Syndicat mixte),,,
1439-loire-angers-syndicat-mixte,loire-angers-syndicat-mixte,Loire Angers (Syndicat mixte),,,
1440-loire-beauce-petr,loire-beauce-petr,Loire Beauce (PETR),,,
1441-loire-nature-touraine-syndicat-mixte,loire-nature-touraine-syndicat-mixte,Loire Nature Touraine (Syndicat mixte),,,
1442-loire-touraine-syndicat-mixte,loire-touraine-syndicat-mixte,Loire Touraine (Syndicat mixte),,,
1443-loire-val-daubois-syndicat-mixte,loire-val-daubois-syndicat-mixte,Loire Val d'Aubois (Syndicat mixte),,,
1444-lorient-syndicat-mixte,lorient-syndicat-mixte,Lorient (Syndicat mixte),,,
1445-lourdes-et-vallees-des-gaves-petr,lourdes-et-vallees-des-gaves-petr,Lourdes et Vallées des Gaves (PETR),,,
1446-lunevillois-petr,lunevillois-petr,Lunévillois (PETR),,,
1447-mans-syndicat-mixte,mans-syndicat-mixte,Mans (Syndicat mixte),,,
1448-marennes-oleron-petr,marennes-oleron-petr,Marennes Oléron (PETR),,,
1449-maritime-et-rural-du-montreuillois-petr,maritime-et-rural-du-montreuillois-petr,Maritime et Rural du Montreuillois (PETR),,,
1450-maurienne-syndicat-mixte,maurienne-syndicat-mixte,Maurienne (Syndicat mixte),,,
1451-medoc-syndicat-mixte,medoc-syndicat-mixte,Médoc (Syndicat mixte),,,
1452-midi-quercy-petr,midi-quercy-petr,Midi Quercy (PETR),,,
1453-montargois-en-gatinais-petr,montargois-en-gatinais-petr,Montargois en Gâtinais (PETR),,,
1454-monts-et-barrages-petr,monts-et-barrages-petr,Monts et Barrages (PETR),,,
1455-monts-et-lacs-du-levezou-petr,monts-et-lacs-du-levezou-petr,Monts et Lacs du Lévézou (PETR),,,
1456-morlaix-syndicat-mixte,morlaix-syndicat-mixte,Morlaix (Syndicat mixte),,,
1457-nestes-petr,nestes-petr,Nestes (PETR),,,
1458-nevers-sud-nivernais-petr,nevers-sud-nivernais-petr,Nevers Sud Nivernais (PETR),,,
1459-nivernais-morvan-petr,nivernais-morvan-petr,Nivernais Morvan (PETR),,,
1460-nord-de-lyonne-petr,nord-de-lyonne-petr,Nord de l'Yonne (PETR),,,
1461-nord-est-aubois-syndicat-mixte,nord-est-aubois-syndicat-mixte,Nord Est Aubois (Syndicat mixte),,,
1462-nord-haute-marne-syndicat-mixte,nord-haute-marne-syndicat-mixte,Nord Haute-Marne (Syndicat mixte),SCOT DU NORD HAUTE-MARNE,44.0,Syndicat mixte
1463-othe-armance-petr,othe-armance-petr,Othe Armance (PETR),,,
1464-ouest-charente-cognac-petr,ouest-charente-cognac-petr,Ouest Charente - Cognac (PETR),PÔLE TERRITORIAL OUEST CHARENTE - PAYS DU COGNAC,8.0,Pays OU Pôle d'équilibre territorial et rural (PETR)
1465-ouest-lyonnais-syndicat-mixte,ouest-lyonnais-syndicat-mixte,Ouest Lyonnais (Syndicat mixte),,,
1466-pays-bastiais,pays-bastiais,Pays Bastiais,,,
1467-pays-beaunois,pays-beaunois,Pays Beaunois,,,
1468-pays-boulonnais,pays-boulonnais,Pays Boulonnais,,,
1469-pays-carcassonnais,pays-carcassonnais,Pays Carcassonnais,,,
1470-pays-couserans-ariege-pyrenees,pays-couserans-ariege-pyrenees,Pays Couserans Ariège Pyrénées,,,
1471-pays-dajaccien,pays-dajaccien,Pays d'Ajaccien,,,
1472-pays-dalencon,pays-dalencon,Pays d'Alençon,,,
1473-pays-dalta-rocca,pays-dalta-rocca,Pays d'Alta Rocca,,,
1474-pays-daurillac,pays-daurillac,Pays d'Aurillac,,,
1475-pays-doloron-et-du-haut-bearn-syndicat-mixte,pays-doloron-et-du-haut-bearn-syndicat-mixte,Pays d'Oloron et du Haut-Béarn (Syndicat mixte),,,
1476-pays-de-cornouaille,pays-de-cornouaille,Pays de Cornouaille,,,
1477-pays-de-fougeres,pays-de-fougeres,Pays de Fougères,,,
1478-pays-de-la-vallee-de-lagly,pays-de-la-vallee-de-lagly,Pays de la Vallée de l'Agly,,,
1479-pays-de-la-vallee-de-la-dore,pays-de-la-vallee-de-la-dore,Pays de la Vallée de la Dore,,,
1480-pays-de-lafayette,pays-de-lafayette,Pays de Lafayette,,,
1481-pays-de-sambre-avesnois,pays-de-sambre-avesnois,Pays de Sambre-Avesnois,,,
1482-pays-de-vannes-gip,pays-de-vannes-gip,Pays de Vannes (GIP),,,
1483-pays-de-verdun-petr,pays-de-verdun-petr,Pays de Verdun (PETR),,,
1484-pays-de-vitre-porte-de-bretagne,pays-de-vitre-porte-de-bretagne,Pays de Vitré - Porte de Bretagne,,,
1485-pays-dolois,pays-dolois,Pays Dolois,,,
1486-pays-du-bassin-de-briey,pays-du-bassin-de-briey,Pays du bassin de Briey,,,
1487-pays-du-grand-bergeracois,pays-du-grand-bergeracois,Pays du Grand Bergeracois,,,
1488-pays-du-grand-sancy,pays-du-grand-sancy,Pays du Grand Sancy,,,
1489-pays-du-haut-limousin-pays,pays-du-haut-limousin-pays,Pays du Haut Limousin (Pays),,,
1490-pays-du-mont-blanc,pays-du-mont-blanc,Pays du Mont-Blanc,,,
1491-pays-du-saint-quentinois,pays-du-saint-quentinois,Pays du Saint-Quentinois,,,
1492-pays-du-sud-de-loise,pays-du-sud-de-loise,Pays du Sud de l'Oise,,,
1493-pays-lacq-orthez-bearn-des-gaves,pays-lacq-orthez-bearn-des-gaves,Pays Lacq Orthez Béarn des Gaves,,,
1494-pays-perigord-noir,pays-perigord-noir,Pays Périgord Noir ,,,
1495-pays-perigord-vert,pays-perigord-vert,Pays Périgord Vert,,,
1496-pays-pyrenees-mediterranee,pays-pyrenees-mediterranee,Pays Pyrénées-Méditerranée,,,
1497-pays-serre-poncon-ubaye-durance,pays-serre-poncon-ubaye-durance,Pays Serre-Ponçon Ubaye Durance,,,
1498-pays-sisteronais-buech-gal,pays-sisteronais-buech-gal,Pays Sisteronais-Buëch (GAL),,152.0,Groupe d'Action Locale (GAL)
1499-pays-sources-et-vallees,pays-sources-et-vallees,Pays Sources et Vallées,,,
1500-pays-terres-de-lorraine,pays-terres-de-lorraine,Pays Terres de Lorraine,,,
1501-pays-une-autre-provence-pays,pays-une-autre-provence-pays,Pays Une Autre Provence (Pays),,,
1502-pays-val-de-garonne-gascogne,pays-val-de-garonne-gascogne,Pays Val de Garonne Gascogne,,,
1503-pays-vichy-auvergne,pays-vichy-auvergne,Pays Vichy Auvergne,PAYS VICHY AUVERGNE,8.0,Pays OU Pôle d'équilibre territorial et rural (PETR)
1504-perche-petr,perche-petr,Perche (PETR),POLE TERRITORIAL DU PERCHE,8.0,Pays OU Pôle d'équilibre territorial et rural (PETR)
1505-perche-ornais-petr,perche-ornais-petr,Perche Ornais (PETR),PAYS PERCHE ORNAIS,8.0,Pays OU Pôle d'équilibre territorial et rural (PETR)
1506-perche-sarthois-syndicat-mixte,perche-sarthois-syndicat-mixte,Perche Sarthois (Syndicat mixte),,,
1507-plaine-de-lain-cotiere-syndicat-mixte,plaine-de-lain-cotiere-syndicat-mixte,Plaine de l'Ain Côtière (Syndicat mixte),,,
1508-plaine-des-vosges-petr,plaine-des-vosges-petr,Plaine des Vosges (PETR),,,
1509-plateau-de-caux-maritime-petr,plateau-de-caux-maritime-petr,Plateau de Caux Maritime (PETR),,,
1510-ploermel-cur-de-bretagne-petr,ploermel-cur-de-bretagne-petr,Ploërmel - Cœur de Bretagne (PETR),PAYS DE PLOËRMEL - COEUR DE BRETAGNE,8.0,Pays OU Pôle d'équilibre territorial et rural (PETR)
1511-pontivy-syndicat-mixte,pontivy-syndicat-mixte,Pontivy (Syndicat mixte),,,
1513-provence-verte-syndicat-mixte,provence-verte-syndicat-mixte,Provence Verte (Syndicat mixte),PAYS DE LA PROVENCE VERTE,44.0,Syndicat mixte
1514-remiremont-et-ses-vallees-petr,remiremont-et-ses-vallees-petr,Remiremont et ses Vallées (PETR),GAL Pays de Remiremont et de ses Vallées,,
1515-rennes-syndicat-mixte,rennes-syndicat-mixte,Rennes (Syndicat mixte),,,
1516-retz-atlantique-petr,retz-atlantique-petr,Retz Atlantique (PETR),,,
1517-rhin-vignoble-grand-ballon-petr,rhin-vignoble-grand-ballon-petr,Rhin Vignoble Grand Ballon (PETR),,,
1518-roannais-pays-de-rhone-alpes,roannais-pays-de-rhone-alpes,Roannais Pays de Rhone Alpes,,,
1519-ruffecois-petr,ruffecois-petr,Ruffécois (PETR),,,
1520-saint-brieuc-petr,saint-brieuc-petr,Saint-Brieuc (PETR),,,
1521-saint-flour-haute-auvergne-petr,saint-flour-haute-auvergne-petr,Saint-Flour Haute Auvergne (PETR),,,
1522-saint-malo-syndicat-mixte,saint-malo-syndicat-mixte,Saint-Malo (Syndicat mixte),,,
1523-saint-omer-syndicat-mixte,saint-omer-syndicat-mixte,Saint-Omer (Syndicat mixte),,,
1524-saintonge-romane-syndicat-mixte,saintonge-romane-syndicat-mixte,Saintonge Romane (Syndicat mixte),,,
1525-sancerre-sologne-syndicat-mixte,sancerre-sologne-syndicat-mixte,Sancerre Sologne (Syndicat mixte),,,
1526-santerre-haute-somme-petr,santerre-haute-somme-petr,Santerre Haute-Somme (PETR),,,
1527-sarrebourg-petr,sarrebourg-petr,Sarrebourg (PETR),,,
1528-sarreguemines-syndicat-mixte,sarreguemines-syndicat-mixte,Sarreguemines (Syndicat mixte),,,
1529-saverne-petr,saverne-petr,Saverne (PETR),,,
1530-segreen-petr,segreen-petr,Segréen (PETR),,,
1531-seine-en-plaine-champenoise-petr,seine-en-plaine-champenoise-petr,Seine en Plaine Champenoise (PETR),,,
1532-seine-et-tilles-petr,seine-et-tilles-petr,Seine-et-Tilles (PETR),,,
1533-selestat-petr,selestat-petr,Sélestat (PETR),,,
1534-six-vallees-syndicat-mixte,six-vallees-syndicat-mixte,Six Vallées (Syndicat mixte),,,
1535-soissonnais-petr,soissonnais-petr,Soissonnais (PETR),,,
1536-sud-bourgogne-petr,sud-bourgogne-petr,Sud Bourgogne (PETR),,,
1537-sud-charente-syndicat-mixte,sud-charente-syndicat-mixte,Sud Charente (Syndicat mixte),,,
1538-sud-creusois-syndicat-mixte,sud-creusois-syndicat-mixte,Sud Creusois (Syndicat mixte),,,
1539-sud-de-laisne-petr,sud-de-laisne-petr,Sud de l'Aisne (PETR),GAL Sud de l'Aisne,8.0,Pays OU Pôle d'équilibre territorial et rural (PETR)
1540-sud-gironde-syndicat-mixte,sud-gironde-syndicat-mixte,Sud Gironde (Syndicat mixte),,,
1541-sud-lozere-petr,sud-lozere-petr,Sud Lozère (PETR),,,
1542-sud-mayenne-gal,sud-mayenne-gal,Sud Mayenne (GAL),,152.0,Groupe d'Action Locale (GAL)
1544-sud-vendee-syndicat-mixte,sud-vendee-syndicat-mixte,Sud Vendée (Syndicat mixte),,,
1545-sundgau-petr,sundgau-petr,Sundgau (PETR),,,
1546-taravo-petr,taravo-petr,Taravo (PETR),,,
1547-tarentaise-vanoise-syndicat-mixte,tarentaise-vanoise-syndicat-mixte,Tarentaise Vanoise (Syndicat mixte),,,
1548-ternois-sept-vallees-petr,ternois-sept-vallees-petr,Ternois & Sept Vallées (PETR),,,
1549-terres-de-vie-en-lozere-gal,terres-de-vie-en-lozere-gal,Terres de vie en Lozére (GAL),,152.0,Groupe d'Action Locale (GAL)
1550-thierache-petr,thierache-petr,Thiérache (PETR),,,
1551-thur-doller-petr,thur-doller-petr,Thur Doller (PETR),,,
1553-trois-vallees-syndicat-mixte,trois-vallees-syndicat-mixte,Trois Vallées (Syndicat mixte),,,
1554-uzege-pont-du-gard-petr,uzege-pont-du-gard-petr,Uzége Pont du Gard (PETR),,,
1555-val-dadour-petr,val-dadour-petr,Val d'Adour (PETR),,,
1556-val-de-lorraine-petr,val-de-lorraine-petr,Val de Lorraine (PETR),,,
1557-val-de-saone-vingeanne-petr,val-de-saone-vingeanne-petr,Val de Saône Vingeanne (PETR),,,
1558-valencay-en-berry-syndicat-mixte,valencay-en-berry-syndicat-mixte,Valençay en Berry (Syndicat mixte),,,
1559-vallee-de-la-dordogne-correzienne-petr,vallee-de-la-dordogne-correzienne-petr,Vallée de la Dordogne Corrézienne (PETR),,,
1560-vallee-de-la-drome-syndicat-mixte,vallee-de-la-drome-syndicat-mixte,Vallée de la Drôme (Syndicat mixte),,,
1561-vallee-de-la-sarthe-syndicat-mixte,vallee-de-la-sarthe-syndicat-mixte,Vallée de la Sarthe (Syndicat mixte),,,
1562-vallee-de-montlucon-et-du-cher-petr,vallee-de-montlucon-et-du-cher-petr,Vallée de Montluçon et du Cher (PETR),,,
1563-vallee-du-cher-et-du-romorantinais-syndicat-mixte,vallee-du-cher-et-du-romorantinais-syndicat-mixte,Vallée du Cher et du Romorantinais (Syndicat mixte),,,
1564-vallee-du-loir-petr,vallee-du-loir-petr,Vallée du Loir (PETR),,,
1565-vallee-du-lot-syndicat-mixte,vallee-du-lot-syndicat-mixte,Vallée du Lot (Syndicat mixte),,,
1566-vallees-de-meuse-et-de-semoy-syndicat-mixte,vallees-de-meuse-et-de-semoy-syndicat-mixte,Vallées de Meuse et de Sémoy (Syndicat mixte),,,
1567-vallons-de-vilaine-syndicat-mixte,vallons-de-vilaine-syndicat-mixte,Vallons de Vilaine (Syndicat mixte),,,
1568-velay-syndicat-mixte,velay-syndicat-mixte,Velay (Syndicat mixte),,,
1569-vendomois-syndicat-mixte,vendomois-syndicat-mixte,Vendômois (Syndicat mixte),,,
1570-vesoul-val-de-saone-syndicat-mixte,vesoul-val-de-saone-syndicat-mixte,Vesoul Val de Saône (Syndicat mixte),,,
1571-vexin-sablons-thelle-syndicat-mixte,vexin-sablons-thelle-syndicat-mixte,Vexin-Sablons-Thelle (Syndicat mixte),,,
1572-vezere-auvezere-petr,vezere-auvezere-petr,Vézère-Auvézère (PETR),PAYS VEZÈRE AUVÉZÈRE,8.0,Pays OU Pôle d'équilibre territorial et rural (PETR)
1573-petr-vidourle-camargue-syndicat-mixte,petr-vidourle-camargue-syndicat-mixte,PETR Vidourle Camargue (Syndicat mixte),PETR VIDOURLE CAMARGUE,,
1574-vierzon-syndicat-mixte,vierzon-syndicat-mixte,Vierzon (Syndicat mixte),,,
1575-vignobles-nantais-syndicat-mixte,vignobles-nantais-syndicat-mixte,Vignobles Nantais (Syndicat mixte),,,
1576-vitryat-syndicat-mixte,vitryat-syndicat-mixte,Vitryat (Syndicat mixte),,,
1577-vosges-sanoises-petr,vosges-sanoises-petr,Vosges Sanoises (PETR),,,
1578-vosges-saonoises-petr,vosges-saonoises-petr,Vosges Saônoises (PETR),,,
1579-yon-et-vie-syndicat-mixte,yon-et-vie-syndicat-mixte,Yon et vie (Syndicat mixte),,,
1580-delegation-generale-la-langue-francaise-et-aux-lan,delegation-generale-la-langue-francaise-et-aux-lan,Délégation générale à la langue française et aux langues de France (DGLFLF),France,99.0,Ministère de la Culture
1581-territoire-denergie-90-syndicat-mixte,territoire-denergie-90-syndicat-mixte,Territoire d'énergie 90 (Syndicat mixte),,,
1582-france-active,france-active,France Active,France,121.0,Association locale
1583-mutualite-sociale-agricole-msa,mutualite-sociale-agricole-msa,Mutualité sociale agricole (MSA),France,60.0,Caisse de retraite OU de prévoyance
1584-agirc-arrco,agirc-arrco,Agirc-Arrco,France,60.0,Caisse de retraite OU de prévoyance
1585-union-regionale-des-caue-de-nouvelle-aquitaine,union-regionale-des-caue-de-nouvelle-aquitaine,Union régionale des CAUE de Nouvelle-Aquitaine,Nouvelle-Aquitaine,21.0,"Conseil d'architecture, d'urbanisme et de l'environnement (CAUE / URCAUE)"
1586-union-regionale-des-caue-dauvergne-rhone-alpes,union-regionale-des-caue-dauvergne-rhone-alpes,Union régionale des CAUE d'Auvergne-Rhône-Alpes,Auvergne-Rhône-Alpes,21.0,"Conseil d'architecture, d'urbanisme et de l'environnement (CAUE / URCAUE)"
1587-union-regionale-des-caue-des-pays-de-la-loire,union-regionale-des-caue-des-pays-de-la-loire,Union régionale des CAUE des Pays de la Loire,Pays de la Loire,21.0,"Conseil d'architecture, d'urbanisme et de l'environnement (CAUE / URCAUE)"
1588-union-regionale-des-caue-doccitanie,union-regionale-des-caue-doccitanie,Union régionale des CAUE d'Occitanie,Occitanie,21.0,"Conseil d'architecture, d'urbanisme et de l'environnement (CAUE / URCAUE)"
1589-union-regionale-des-caue-bourgogne-franche-comte,union-regionale-des-caue-bourgogne-franche-comte,Union régionale des CAUE Bourgogne-Franche-Comté,Bourgogne-Franche-Comté,21.0,"Conseil d'architecture, d'urbanisme et de l'environnement (CAUE / URCAUE)"
1590-union-regionale-des-caue-dile-de-france,union-regionale-des-caue-dile-de-france,Union régionale des CAUE d'Île-de-France,Île-de-France,21.0,"Conseil d'architecture, d'urbanisme et de l'environnement (CAUE / URCAUE)"
1591-union-regionale-des-caue-des-hauts-de-france,union-regionale-des-caue-des-hauts-de-france,Union régionale des CAUE des Hauts de France,Hauts-de-France,21.0,"Conseil d'architecture, d'urbanisme et de l'environnement (CAUE / URCAUE)"
1632-aduhme-agence-locale-de-lenergie-et-du-climat-alec,aduhme-agence-locale-de-lenergie-et-du-climat-alec,ADUHME - Agence Locale de l'Energie et du Climat (ALEC),Puy-de-Dôme,13.0,Agence Locale de l'Energie et du Climat (ALEC)
1633-agence-des-politiques-energetiques-du-var-agence-l,agence-des-politiques-energetiques-du-var-agence-l,Agence des politiques énergétiques du Var - Agence Locale de l'Energie et du Climat (ALEC),Var,13.0,Agence Locale de l'Energie et du Climat (ALEC)
1634-ale-08-agence-locale-de-lenergie-et-du-climat-alec,ale-08-agence-locale-de-lenergie-et-du-climat-alec,ALE 08 - Agence Locale de l'Energie et du Climat (ALEC),Ardennes,13.0,Agence Locale de l'Energie et du Climat (ALEC)
1635-alec-01-agence-locale-de-lenergie-et-du-climat,alec-01-agence-locale-de-lenergie-et-du-climat,ALEC 01 - Agence Locale de l'Energie et du Climat,Ain,13.0,Agence Locale de l'Energie et du Climat (ALEC)
1636-alec-07-agence-locale-de-lenergie-et-du-climat,alec-07-agence-locale-de-lenergie-et-du-climat,ALEC 07 - Agence Locale de l'Energie et du Climat,Ardèche,13.0,Agence Locale de l'Energie et du Climat (ALEC)
1637-alec-18-agence-locale-de-lenergie-et-du-climat,alec-18-agence-locale-de-lenergie-et-du-climat,ALEC 18 - Agence Locale de l'Energie et du Climat,Cher,13.0,Agence Locale de l'Energie et du Climat (ALEC)
1638-alec-37-agence-locale-de-lenergie-et-du-climat,alec-37-agence-locale-de-lenergie-et-du-climat,ALEC 37 - Agence Locale de l'Energie et du Climat,Indre-et-Loire,13.0,Agence Locale de l'Energie et du Climat (ALEC)
1639-alec-42-agence-locale-de-lenergie-et-du-climat,alec-42-agence-locale-de-lenergie-et-du-climat,ALEC 42 - Agence Locale de l'Energie et du Climat,Loire,13.0,Agence Locale de l'Energie et du Climat (ALEC)
1640-alec-angers-loire-metropole-agence-locale-de-lener,alec-angers-loire-metropole-agence-locale-de-lener,ALEC Angers Loire Métropole - Agence Locale de l'Energie et du Climat,,,
1641-alec-de-la-nievre-agence-locale-de-lenergie-et-du-,alec-de-la-nievre-agence-locale-de-lenergie-et-du-,ALEC de la Nièvre - Agence Locale de l'Energie et du Climat,Nièvre,13.0,Agence Locale de l'Energie et du Climat (ALEC)
1642-alec-du-pays-de-rennes-agence-locale-de-lenergie-e,alec-du-pays-de-rennes-agence-locale-de-lenergie-e,ALEC du Pays de Rennes - Agence Locale de l'Energie et du Climat,PAYS DE RENNES,13.0,Agence Locale de l'Energie et du Climat (ALEC)
1643-alec-epinal-centre-vosges-agence-locale-de-lenergi,alec-epinal-centre-vosges-agence-locale-de-lenergi,ALEC Epinal Centre Vosges  - Agence Locale de l'Energie et du Climat,Vosges,13.0,Agence Locale de l'Energie et du Climat (ALEC)
1644-alec-gpso-energie-agence-locale-de-lenergie-et-du-,alec-gpso-energie-agence-locale-de-lenergie-et-du-,ALEC GPSO Energie - Agence Locale de l'Energie et du Climat,Grand Paris Seine Ouest (EPT),13.0,Agence Locale de l'Energie et du Climat (ALEC)
1645-alec-grenoble-agence-locale-de-lenergie-et-du-clim,alec-grenoble-agence-locale-de-lenergie-et-du-clim,ALEC Grenoble - Agence Locale de l'Energie et du Climat,Grenoble-Alpes-Métropole,13.0,Agence Locale de l'Energie et du Climat (ALEC)
1646-alec-lyon-agence-locale-de-lenergie-et-du-climat,alec-lyon-agence-locale-de-lenergie-et-du-climat,ALEC Lyon - Agence Locale de l'Energie et du Climat,Métropole de Lyon,13.0,Agence Locale de l'Energie et du Climat (ALEC)
1647-alec-metropole-bordelaise-et-gironde-agence-locale,alec-metropole-bordelaise-et-gironde-agence-locale,ALEC Métropole bordelaise et Gironde - Agence Locale de l'Energie et du Climat,Gironde,13.0,Agence Locale de l'Energie et du Climat (ALEC)
1648-alec-metropole-marseillaise-agence-locale-de-lenergie-et-du-climat,alec-metropole-marseillaise-agence-locale-de-lenergie-et-du-climat,ALEC Métropole Marseillaise - Agence Locale de l'Energie et du Climat,Métropole d'Aix-Marseille-Provence,13.0,Agence Locale de l'Energie et du Climat (ALEC)
1649-alec-montpellier-metropole-agence-locale-de-lenerg,alec-montpellier-metropole-agence-locale-de-lenerg,ALEC Montpellier Métropole - Agence Locale de l'Energie et du Climat,Montpellier Méditerranée Métropole,13.0,Agence Locale de l'Energie et du Climat (ALEC)
1650-alec-mve-agence-locale-de-lenergie-et-du-climat,alec-mve-agence-locale-de-lenergie-et-du-climat,ALEC MVE - Agence Locale de l'Energie et du Climat,"EPT Est Ensemble, Grand Paris Grand Est, Paris Est Marne et Bois",13.0,Agence Locale de l'Energie et du Climat (ALEC)
1651-alec-nancy-grands-territoires-agence-locale-de-len,alec-nancy-grands-territoires-agence-locale-de-len,ALEC Nancy Grands Territoires - Agence Locale de l'Energie et du Climat,Nancy Grands Territoires,13.0,Agence Locale de l'Energie et du Climat (ALEC)
1652-alec-ouest-essonne-agence-locale-de-lenergie-et-du,alec-ouest-essonne-agence-locale-de-lenergie-et-du,ALEC Ouest Essonne - Agence Locale de l'Energie et du Climat,Ouest Essonne,13.0,Agence Locale de l'Energie et du Climat (ALEC)
1653-alec-pays-messin-agence-locale-de-lenergie-et-du-c,alec-pays-messin-agence-locale-de-lenergie-et-du-c,ALEC Pays Messin - Agence Locale de l'Energie et du Climat,SCOT DE L'AGGLOMERATION MESSINE,13.0,Agence Locale de l'Energie et du Climat (ALEC)
1654-alec-pays-st-brieuc-agence-locale-de-lenergie-et-d,alec-pays-st-brieuc-agence-locale-de-lenergie-et-d,ALEC Pays St Brieuc - Agence Locale de l'Energie et du Climat,SCOT DU PAYS DE SAINT BRIEUC,13.0,Agence Locale de l'Energie et du Climat (ALEC)
1655-alec-plaine-commune-agence-locale-de-lenergie-et-d,alec-plaine-commune-agence-locale-de-lenergie-et-d,ALEC Plaine Commune - Agence Locale de l'Energie et du Climat,Plaine Commune (EPT),13.0,Agence Locale de l'Energie et du Climat (ALEC)
1656-alec-pold-agence-locale-de-lenergie-et-du-climat,alec-pold-agence-locale-de-lenergie-et-du-climat,ALEC POLD - Agence Locale de l'Energie et du Climat,Paris Ouest La Défense (EPT),13.0,Agence Locale de l'Energie et du Climat (ALEC)
1657-alec-quercy-energies-agence-locale-de-lenergie-et-,alec-quercy-energies-agence-locale-de-lenergie-et-,ALEC Quercy Energies - Agence Locale de l'Energie et du Climat,Lot,13.0,Agence Locale de l'Energie et du Climat (ALEC)
1658-alec-sqy-agence-locale-de-lenergie-et-du-climat,alec-sqy-agence-locale-de-lenergie-et-du-climat,ALEC SQY - Agence Locale de l'Energie et du Climat,CA de Saint Quentin en Yvelines,13.0,Agence Locale de l'Energie et du Climat (ALEC)
1659-alec-sud-de-laisne-agence-locale-de-lenergie-et-du,alec-sud-de-laisne-agence-locale-de-lenergie-et-du,ALEC Sud de l'Aisne - Agence Locale de l'Energie et du Climat,PETR SUD DE L'AISNE UCCSA,13.0,Agence Locale de l'Energie et du Climat (ALEC)
1660-alec-sud-parisienne-agence-locale-de-lenergie-et-d,alec-sud-parisienne-agence-locale-de-lenergie-et-d,ALEC Sud Parisienne - Agence Locale de l'Energie et du Climat,CA Grand Paris Sud Seine Essonne Sénart,13.0,Agence Locale de l'Energie et du Climat (ALEC)
