id,slug,text,perimeter,group_id,group_name
361-prefecture-de-region-corse,prefecture-de-region-corse,Préfecture de région — Corse,Corse,39.0,Préfecture de région
362-direction-regionale-de-lalimentation-de-lagricultu,direction-regionale-de-lalimentation-de-lagricultu,"Direction régionale de l'Alimentation, de l'Agriculture et de la Forêt (DRAAF) — Corse",,,
363-direction-regionale-des-affaires-culturelles-drac-,direction-regionale-des-affaires-culturelles-drac-,Direction régionale des Affaires culturelles (DRAC) — Corse,Corse,32.0,Direction régionale des Affaires culturelles (DRAC)
364-direction-regionale-de-leconomie-de-lemploi-du-tra,direction-regionale-de-leconomie-de-lemploi-du-tra,"Direction régionale de l’Economie, de l’Emploi, du Travail et des Solidarités (DREETS) — Corse",Corse,29.0,"Direction régionale de l’Economie, de l’Emploi, du Travail et des Solidarités (DREETS)"
365-direction-regionale-de-lenvironnement-de-lamenagem,direction-regionale-de-lenvironnement-de-lamenagem,"Direction régionale de l’environnement, de l’aménagement et du logement (DREAL) — Corse",Corse,30.0,"Directions régionales de l’environnement, de l’aménagement et du logement (DEAL / DREAL / DRIEAT)"
366-direction-regionale-des-finances-publiques-drfip-c,direction-regionale-des-finances-publiques-drfip-c,Direction régionale des Finances publiques (DRFiP) — Corse,,,
367-region-academique-corse,region-academique-corse,Région académique — Corse,,,
368-direction-regionale-de-la-jeunesse-des-sports-et-d,direction-regionale-de-la-jeunesse-des-sports-et-d,"Direction régionale de la Jeunesse, des Sports et de la Cohésion sociale (DRJSCS) — Corse",,,
369-delegation-regionale-a-la-recherche-et-a-la-techno,delegation-regionale-a-la-recherche-et-a-la-techno,Délégation régionale à la recherche et à la technologie (DRRT) — Corse,,,
370-agence-regionale-de-sante-ars-corse,agence-regionale-de-sante-ars-corse,Agence régionale de santé (ARS) — Corse,,,
371-deal-martinique,deal-martinique,"Direction de l'Environnement, de l'Aménagement et du Logement  (DEAL) Martinique",Martinique,30.0,"Directions régionales de l’environnement, de l’aménagement et du logement (DEAL / DREAL / DRIEAT)"
373-ville-de-mouans-sartoux,ville-de-mouans-sartoux,Mairie de Mouans-Sartoux,Mouans-Sartoux,112.0,Commune
375-citeo,citeo,CITEO,France,111.0,Entreprise
376-medpan,medpan,MedPAN,France,45.0,Association nationale
377-guadeloupe-region,guadeloupe-region,Guadeloupe (Région),Guadeloupe,2.0,Conseil régional (CR)
378-groupe-sos,groupe-sos,Groupe SOS,France,45.0,Association nationale
379-syndicat-intercommunal-denergies-dequipement-et-de,syndicat-intercommunal-denergies-dequipement-et-de,"Syndicat Intercommunal d’Energies, d'Equipement et d'Environnement de la Nièvre (SIEEEN) - Opérateur public de services numériques (OPSN)",Nièvre,113.0,Syndicat départemental d'énergie (SDE)
380-franceagrimer,franceagrimer,FranceAgriMer,,46.0,Établissement public national (autre)
381-service-interministeriel-des-archives-de-france,service-interministeriel-des-archives-de-france,Service Interministériel des Archives de France,France,99.0,Ministère de la Culture
383-reseau-rural-de-bourgogne-franche-comte,reseau-rural-de-bourgogne-franche-comte,Réseau rural de Bourgogne Franche-Comté,Bourgogne-Franche-Comté,2.0,Conseil régional (CR)
384-la-villette,la-villette,La Villette,France,148.0,Établissement public local (autre)
387-prefectures-de-region,prefectures-de-region,Préfectures de région,France,39.0,Préfecture de région
389-philharmonie-de-paris,philharmonie-de-paris,Philharmonie de Paris,,148.0,Établissement public local (autre)
390-commissariat-de-massif-central,commissariat-de-massif-central,Commissariat de massif central,Massif central,24.0,Commissariat de massif
394-ddt-du-tarn-et-garonne,ddt-du-tarn-et-garonne,DDT du Tarn-et-Garonne,Tarn-et-Garonne,27.0,Direction Départementale des Territoires / et de la Mer (DDT/DDTM)
395-ddt-de-la-lozere,ddt-de-la-lozere,DDT de la Lozère,Lozère,27.0,Direction Départementale des Territoires / et de la Mer (DDT/DDTM)
396-la-banque-postale,la-banque-postale,La Banque Postale,France,116.0,Banque
397-direction-generale-des-finances-publiques-dgfip,direction-generale-des-finances-publiques-dgfip,Direction Générale des Finances Publiques (DGFiP),France,94.0,"Ministère de l'Économie, des Finances et de la Souveraineté industrielle et numérique"
398-petr-du-pays-lauragais,petr-du-pays-lauragais,PETR du Pays Lauragais,PAYS LAURAGAIS,8.0,Pays OU Pôle d'équilibre territorial et rural (PETR)
399-federation-francaise-de-football,federation-francaise-de-football,Fédération Française de Football,France,90.0,Fédération
400-institut-de-formation-du-football,institut-de-formation-du-football,Institut de Formation du Football,France,91.0,Fondation ou institut
401-district-comite-departemental-dappartenance,district-comite-departemental-dappartenance,District / Comité départemental de football d'appartenance,France,125.0,Fédération sportive
402-agence-de-financement-des-infrastructures-de-trans,agence-de-financement-des-infrastructures-de-trans,Agence de financement des infrastructures de transport de France (AFITF),France,46.0,Établissement public national (autre)
403-fub-federation-francaise-des-usagers-de-la-bicycle,fub-federation-francaise-des-usagers-de-la-bicycle,FUB (Fédération française des Usagers de la Bicyclette),France,90.0,Fédération
404-rozo,rozo,ROZO,France,111.0,Entreprise
405-assemblee-des-departements-de-france-adf,assemblee-des-departements-de-france-adf,Assemblée des Départements de France (ADF),France,45.0,Association nationale
406-association-des-maires-ruraux-de-france-amrf,association-des-maires-ruraux-de-france-amrf,Association des Maires Ruraux de France - AMRF,France,45.0,Association nationale
408-conseil-departemental-de-lariege,conseil-departemental-de-lariege,Conseil départemental de l'Ariège,,,
410-deal-guyane,deal-guyane,Direction Générale des Territoires et de la Mer (Guyane),Guyane,30.0,"Directions régionales de l’environnement, de l’aménagement et du logement (DEAL / DREAL / DRIEAT)"
411-direction-regionale-de-lenvironnement-de-lamenagem,direction-regionale-de-lenvironnement-de-lamenagem,"Directions régionales de l’environnement, de l’aménagement et du logement (DREAL)",France,81.0,"Directions régionales de l’environnement, de l’aménagement et du logement (DEAL / DREAL / DRIEAT) - GENERIQUE"
412-caisse-nationale-dassurance-vieillesse-cnav,caisse-nationale-dassurance-vieillesse-cnav,Caisse nationale d'assurance vieillesse (CNAV),France,61.0,Caisse Nationale d'Assurance Vieillesse (CNAV)
413-caisse-dassurance-retraite-et-de-la-sante-au-trava,caisse-dassurance-retraite-et-de-la-sante-au-trava,Caisse d'assurance retraite et de la santé au travail (CARSAT),France,110.0,Caisses d'assurance retraite et de la santé au travail (CARSAT) - GENERIQUE
414-agence-nationale-pour-la-renovation-urbaine-anru,agence-nationale-pour-la-renovation-urbaine-anru,Agence Nationale pour la Rénovation Urbaine (ANRU),France,46.0,Établissement public national (autre)
415-conseil-departemental-du-gers,conseil-departemental-du-gers,Conseil départemental du Gers,Gers,3.0,Conseil départemental (CD)
416-bpi-france,bpi-france,Bpifrance,France,56.0,Banque Publique d'Investissement (BPI)
417-conseil-departemental-du-lot,conseil-departemental-du-lot,Conseil départemental du Lot,Lot,3.0,Conseil départemental (CD)
418-financement-participatif-france,financement-participatif-france,Financement Participatif France,France,45.0,Association nationale
419-conseil-departemental-du-tarn,conseil-departemental-du-tarn,Conseil départemental du Tarn,Tarn,3.0,Conseil départemental (CD)
420-petr-du-pays-tolosan,petr-du-pays-tolosan,PETR du Pays Tolosan,PAYS TOLOSAN,8.0,Pays OU Pôle d'équilibre territorial et rural (PETR)
421-direction-generale-des-entreprises-dge,direction-generale-des-entreprises-dge,Direction Générale des Entreprises (DGE),France,94.0,"Ministère de l'Économie, des Finances et de la Souveraineté industrielle et numérique"
422-fondation-de-france,fondation-de-france,Fondation de France,France,91.0,Fondation ou institut
423-commissariat-general-au-developpement-durable,commissariat-general-au-developpement-durable,Commissariat Général au Développement Durable (CGDD),France,102.0,Ministère de la Transition Ecologique (MTE)
424-direction-regionale-et-interdepartementale-de-lenv,direction-regionale-et-interdepartementale-de-lenv,Directions Régionales et Interdépartementales de l'Environnement et de l'Energie (DRIEE),,84.0,Directions Régionales et Interdépartementales de l'Environnement et de l'Energie (DRIEE) - GENERIQUE
425-direction-regionale-et-interdepartementale-de-lequ,direction-regionale-et-interdepartementale-de-lequ,Direction régionale et interdépartementale de l'Équipement et de l'Aménagement (DRIEA) - Île-de-France,,,
426-sgar-bretagne,sgar-bretagne,Secrétaire général pour les Affaires régionales (SGAR) - Bretagne,Bretagne,39.0,Préfecture de région
427-conseil-departemental-de-lessonne,conseil-departemental-de-lessonne,Conseil départemental de l'Essonne,Essonne,3.0,Conseil départemental (CD)
428-direction-interregionale-de-la-mer-mediterranee,direction-interregionale-de-la-mer-mediterranee,Direction interrégionale de la mer Méditerranée,Communes littorales de Méditerranée,100.0,Ministère de la Mer
429-prefecture-de-departement,prefecture-de-departement,Préfectures de département,France,87.0,Préfecture de département - GENERIQUE
430-la-fabrique-des-mobilites,la-fabrique-des-mobilites,La Fabrique des Mobilités,France,45.0,Association nationale
431-agence-nationale-du-sport,agence-nationale-du-sport,Agence nationale du Sport (ANS),France,46.0,Établissement public national (autre)
432-federations-sportives,federations-sportives,Fédérations sportives,France,125.0,Fédération sportive
433-agence-de-linnovation-de-defense-aid,agence-de-linnovation-de-defense-aid,Agence de l’Innovation de Défense - AID,France,46.0,Établissement public national (autre)
434-direction-interministerielle-de-la-transformation-,direction-interministerielle-de-la-transformation-,Direction interministérielle de la transformation publique (DITP),France,75.0,Direction / délégation / mission  interministérielle et Secrétariat général
435-caf-de-laube,caf-de-laube,Caisse d'allocations familiales de l'Aube,Aube,58.0,Caisse d'allocations familiales (CAF)
436-cnaf-caisse-nationale-des-allocations-familiales,cnaf-caisse-nationale-des-allocations-familiales,Caisse nationale des allocations familiales (CNAF),France,140.0,Caisse nationale d'allocations familiales (CNAF)
437-petr-du-pays-sud-toulousain,petr-du-pays-sud-toulousain,PETR du Pays Sud Toulousain,PETR du Pays Sud Toulousain,8.0,Pays OU Pôle d'équilibre territorial et rural (PETR)
438-altarea-cogedim,altarea-cogedim,Altarea Cogedim,France,111.0,Entreprise
439-bnp-paribas-real-estate,bnp-paribas-real-estate,BNP Paribas Real Estate,France,116.0,Banque
440-icade,icade,Icade,,,
441-kaufman-broad,kaufman-broad,Kaufman & Broad,,111.0,Entreprise
442-poste-immo,poste-immo,Poste Immo,France,111.0,Entreprise
443-nexity,nexity,Nexity,France,111.0,Entreprise
444-arc-de-linnovation,arc-de-linnovation,Arc de l'innovation,Île-de-France,148.0,Établissement public local (autre)
445-petr-du-pays-portes-de-gascogne,petr-du-pays-portes-de-gascogne,PETR du Pays Portes de Gascogne,PETR du Pays Portes de Gascogne,8.0,Pays OU Pôle d'équilibre territorial et rural (PETR)
446-federation-francaise-de-basketball,federation-francaise-de-basketball,Fédération Française de Basketball,France,90.0,Fédération
447-caue-du-tarn,caue-du-tarn,CAUE du Tarn,Tarn,21.0,"Conseil d'architecture, d'urbanisme et de l'environnement (CAUE / URCAUE)"
448-espace-info-energie-du-tarn,espace-info-energie-du-tarn,Espace Info Energie du Tarn,Tarn,113.0,Syndicat départemental d'énergie (SDE)
449-secretariat-general-pour-linvestissement-sgpi,secretariat-general-pour-linvestissement-sgpi,Secrétariat général pour l'investissement (SGPI),France,75.0,Direction / délégation / mission  interministérielle et Secrétariat général
450-directions-departementales-des-territoires-ddt,directions-departementales-des-territoires-ddt,Directions départementales des territoires (DDT),France,78.0,Directions départementales des territoires / et de la mer (DDT/DDTM) - GENERIQUE
452-finistere-ingenierie-assistance-fia,finistere-ingenierie-assistance-fia,Finistère Ingénierie Assistance (FIA) - ATD,Finistère,18.0,Agence Technique Départementale (ATD)
453-fondation-transdev,fondation-transdev,Fondation TRANSDEV,France,91.0,Fondation ou institut
455-angell-lab,angell-lab,ANGELL LAB,,111.0,Entreprise
456-cdc-biodiversite,cdc-biodiversite,CDC Biodiversité,France,54.0,Banque des territoires (BdT)
458-caisse-nationale-de-retraites-des-agents-des-colle,caisse-nationale-de-retraites-des-agents-des-colle,Caisse nationale de retraites des agents des collectivités locales (CNRACL),France,62.0,Caisse nationale de retraites des agents des collectivités locales (CNRACL)
459-association-francaise-du-froid-aff,association-francaise-du-froid-aff,Association Française du Froid (AFF),France,45.0,Association nationale
460-service-public-des-energies-dans-la-drome-sded,service-public-des-energies-dans-la-drome-sded,Service public Des Energies dans la Drôme (SDED),Drôme,113.0,Syndicat départemental d'énergie (SDE)
461-aile-initiatives-energies-environnement,aile-initiatives-energies-environnement,AILE - initiatives énergies environnement (ALEC),Bretagne,13.0,Agence Locale de l'Energie et du Climat (ALEC)
462-scaped,scaped,SCAPED,,111.0,Entreprise
463-cemafroid,cemafroid,CEMAFROID,France,111.0,Entreprise
465-eni-gas-power-france,eni-gas-power-france,Eni Gas & Power France,France,111.0,Entreprise
466-eveil,eveil,EVEIL,France,111.0,Entreprise
467-association-pour-le-droit-linitiative-economique-a,association-pour-le-droit-linitiative-economique-a,Association pour le Droit à l'Initiative Economique (ADIE),France,45.0,Association nationale
468-les-boites-velo-bav-f,les-boites-velo-bav-f,Les Boîtes à Vélo (BAV-F),France,45.0,Association nationale
469-certinergy-solutions,certinergy-solutions,CertiNergy & Solutions,France,111.0,Entreprise
470-engie,engie,ENGIE,France,111.0,Entreprise
471-association-nationale-des-poles-dequilibre-territo,association-nationale-des-poles-dequilibre-territo,Association Nationale des Pôles d’équilibre territoriaux et ruraux et des Pays (ANPP),France,45.0,Association nationale
472-la-roue-verte,la-roue-verte,La Roue Verte,France,111.0,Entreprise
473-vivo-energy-reunion,vivo-energy-reunion,Vivo Energy Réunion,La Réunion,111.0,Entreprise
474-TotalEnergies,TotalEnergies,TotalEnergies,France,111.0,Entreprise
475-carfuel,carfuel,CARFUEL,France,111.0,Entreprise
477-capgeminin-invent,capgeminin-invent,CAPGEMINI INVENT,France,111.0,Entreprise
478-pays-des-vallons-de-vilaine,pays-des-vallons-de-vilaine,Pays des Vallons de Vilaine,PAYS DES VALLONS DE VILAINE,8.0,Pays OU Pôle d'équilibre territorial et rural (PETR)
479-ecov,ecov,ECOV,France,111.0,Entreprise
480-vertigo,vertigo,Vertigo,France,111.0,Entreprise
482-bollore-energy,bollore-energy,Bolloré Energy,France,111.0,Entreprise
484-eco-co2,eco-co2,Eco CO2,France,111.0,Entreprise
485-gazel-energie,gazel-energie,Gazel Energie,France,111.0,Entreprise
486-union-des-aeroports-de-france-uaf,union-des-aeroports-de-france-uaf,Union des Aéroports de France (UAF),France,45.0,Association nationale
487-edf,edf,EDF,France,111.0,Entreprise
488-union-sport-cycle,union-sport-cycle,Union Sport & Cycle,France,45.0,Association nationale
489-wimoov,wimoov,WIMOOV - groupe SOS,France,45.0,Association nationale
490-siplec,siplec,SIPLEC,France,111.0,Entreprise
491-communaute-de-communes-fumel-vallee-du-lot,communaute-de-communes-fumel-vallee-du-lot,Communauté de communes Fumel Vallée du Lot,CC Fumel Vallée du Lot,4.0,EPCI (hors métropoles) OU Établissement public territorial (EPT)
492-Grenoble-alpes-metropole,Grenoble-alpes-metropole,Grenoble-Alpes Métropole,Grenoble-Alpes-Métropole,5.0,Métropole
493-compagnie-parisienne-de-chauffage-urbain-cpcu,compagnie-parisienne-de-chauffage-urbain-cpcu,Compagnie Parisienne de Chauffage Urbain (CPCU),Métropole du Grand Paris,111.0,Entreprise
495-cgi,cgi,"Conseil, Services numériques, Solutions - CGI",,111.0,Entreprise
496-energies-demain,energies-demain,ENERGIES DEMAIN,France,57.0,Bureau d'étude
497-auchan-energies,auchan-energies,Auchan Energies - Pétrovex,France,111.0,Entreprise
498-sonergia,sonergia,Sonergia,France,111.0,Entreprise
499-antargaz-finagaz,antargaz-finagaz,Antargaz-Finagaz,France,111.0,Entreprise
500-save,save,SAVE,,111.0,Entreprise
502-institut-francais-pour-la-performance-du-batiment,institut-francais-pour-la-performance-du-batiment,Institut Français pour la performance du bâtiment (IFPEB),France,91.0,Fondation ou institut
503-energies-strasbourg,energies-strasbourg,Energies Strasbourg,Alsace,44.0,Syndicat mixte
504-aura-ee,aura-ee,AURA-EE,Auvergne-Rhône-Alpes,121.0,Association locale
506-federation-des-professionnels-de-la-micro-mobilite,federation-des-professionnels-de-la-micro-mobilite,Fédération des Professionnels de la Micro-Mobilité (FP2M),France,90.0,Fédération
507-association-de-la-prevention-routiere-apr,association-de-la-prevention-routiere-apr,Association de la Prévention Routière (APR),France,45.0,Association nationale
508-caue-de-la-meuse,caue-de-la-meuse,CAUE de la Meuse,Meuse,21.0,"Conseil d'architecture, d'urbanisme et de l'environnement (CAUE / URCAUE)"
509-atee,atee,Association technique énergie environnement (ATEE),France,45.0,Association nationale
510-greenflex,greenflex,GREENFLEX,France,111.0,Entreprise
511-fondation-lea-nature,fondation-lea-nature,Fondation Léa Nature,France,91.0,Fondation ou institut
512-fondation-terre-de-liens,fondation-terre-de-liens,Fondation Terre de liens,France,91.0,Fondation ou institut
513-association-pour-un-developpement-agricole-durable,association-pour-un-developpement-agricole-durable,Association pour un Développement Agricole Durable en Seine Aval (ADADSA),CU Grand Paris Seine et Oise,121.0,Association locale
514-agence-nationale-de-la-cohesion-des-territoires-an,agence-nationale-de-la-cohesion-des-territoires-an,Agence nationale de la cohésion des territoires (ANCT),,114.0,Agence nationale de la cohésion des territoires (ANCT)
516-epflo-etablissement-public-foncier-local-de-loise,epflo-etablissement-public-foncier-local-de-loise,Établissement public foncier local de l'Oise et Aisne (EPFLO),Départements de l'Aisne et de l'Oise,36.0,Établissement public foncier (EPF)
517-avere,avere,Association nationale pour le développement de la mobilité électrique - AVERE,France,45.0,Association nationale
518-fondation-goodplanet,fondation-goodplanet,Fondation GoodPlanet,France,91.0,Fondation ou institut
519-la-rochelle-universite,la-rochelle-universite,La Rochelle Université,CA de La Rochelle,148.0,Établissement public local (autre)
520-fondation-pour-la-recherche-sur-la-biodiversite-fr,fondation-pour-la-recherche-sur-la-biodiversite-fr,Fondation pour la recherche sur la biodiversité - FRB,France,91.0,Fondation ou institut
521-club-infrastructure-lineaire-et-biodidersite-cilb,club-infrastructure-lineaire-et-biodidersite-cilb,Club infrastructure linéaire et biodiversité - CILB,France,45.0,Association nationale
522-communaute-dagglomeration-roissy-pays-de-france,communaute-dagglomeration-roissy-pays-de-france,Communauté d'agglomération Roissy Pays de France,CA Roissy Pays de France,4.0,EPCI (hors métropoles) OU Établissement public territorial (EPT)
523-avise,avise,Avise,France,46.0,Établissement public national (autre)
524-bpi-hauts-de-france,bpi-hauts-de-france,Bpi Hauts de France,,,
525-groupe-daction-locale-alpes-et-azur-gal,groupe-daction-locale-alpes-et-azur-gal,Groupe d'action locale Alpes et Azur (GAL),GAL Alpes et Azur,152.0,Groupe d'Action Locale (GAL)
526-direction-generale-de-la-cohesion-sociale,direction-generale-de-la-cohesion-sociale,Direction générale de la cohésion sociale,,,
527-banque-de-france,banque-de-france,Banque de France,France,116.0,Banque
528-delegation-interministerielle-la-prevention-et-la,delegation-interministerielle-la-prevention-et-la,Délégation interministérielle à la prévention et la lutte contre la pauvreté,France,75.0,Direction / délégation / mission  interministérielle et Secrétariat général
529-directions-regionales-de-la-jeunesse-des-sports-et,directions-regionales-de-la-jeunesse-des-sports-et,"Directions régionales de la jeunesse, des sports et de la cohésion sociale (DRJSCS)",France,82.0,"Directions régionales de la jeunesse, des sports et de la cohésion sociale (DRJSCS) - GENERIQUE"
530-agence-departementale-dinformation-sur-le-logement,agence-departementale-dinformation-sur-le-logement,Agence départementale d'information sur le logement de l'Ain,Ain,15.0,Agence d'Information sur le Logement (ADIL)
531-agence-departementale-dinformation-sur-le-logement,agence-departementale-dinformation-sur-le-logement,Agence départementale d'information sur le logement de l'Allier,Allier,15.0,Agence d'Information sur le Logement (ADIL)
532-agence-departementale-dinformation-sur-le-logement,agence-departementale-dinformation-sur-le-logement,Agence départementale d'information sur le logement des Hautes-Alpes et des Alpes-de-Haute-Provence,Hautes-Alpes et Alpes-de-Haute-Provence,15.0,Agence d'Information sur le Logement (ADIL)
533-agence-departementale-dinformation-sur-le-logement,agence-departementale-dinformation-sur-le-logement,Agence départementale d'information sur le logement des Alpes-Maritimes,Alpes-Maritimes,15.0,Agence d'Information sur le Logement (ADIL)
534-agence-departementale-dinformation-sur-le-logement,agence-departementale-dinformation-sur-le-logement,Agence départementale d'information sur le logement des Ardennes,Ardennes,15.0,Agence d'Information sur le Logement (ADIL)
535-agence-departementale-dinformation-sur-le-logement,agence-departementale-dinformation-sur-le-logement,Agence départementale d'information sur le logement de l'Aube,Aube,15.0,Agence d'Information sur le Logement (ADIL)
536-agence-departementale-dinformation-sur-le-logement,agence-departementale-dinformation-sur-le-logement,Agence départementale d'information sur le logement de l'Aude,Aude,15.0,Agence d'Information sur le Logement (ADIL)
537-agence-departementale-dinformation-sur-le-logement,agence-departementale-dinformation-sur-le-logement,Agence départementale d'information sur le logement de l'Aveyron,Aveyron,15.0,Agence d'Information sur le Logement (ADIL)
538-agence-departementale-dinformation-sur-le-logement,agence-departementale-dinformation-sur-le-logement,Agence départementale d'information sur le logement des Bouches-du-Rhône,Bouches-du-Rhône,15.0,Agence d'Information sur le Logement (ADIL)
539-agence-departementale-dinformation-sur-le-logement,agence-departementale-dinformation-sur-le-logement,Agence départementale d'information sur le logement de la Charente,Charente,15.0,Agence d'Information sur le Logement (ADIL)
540-agence-departementale-dinformation-sur-le-logement,agence-departementale-dinformation-sur-le-logement,Agence départementale d'information sur le logement de la Charente-Maritime,Charente-Maritime,15.0,Agence d'Information sur le Logement (ADIL)
541-agence-departementale-dinformation-sur-le-logement,agence-departementale-dinformation-sur-le-logement,Agence départementale d'information sur le logement de la Corrèze,Corrèze,15.0,Agence d'Information sur le Logement (ADIL)
542-agence-departementale-dinformation-sur-le-logement,agence-departementale-dinformation-sur-le-logement,Agence d'information sur le logement de Corse (Antenne Ajaccio),Haute-Corse,15.0,Agence d'Information sur le Logement (ADIL)
543-agence-departementale-dinformation-sur-le-logement,agence-departementale-dinformation-sur-le-logement,Agence d'information sur le logement de Corse (Antenne Bastia),Corse-du-Sud,15.0,Agence d'Information sur le Logement (ADIL)
544-agence-departementale-dinformation-sur-le-logement,agence-departementale-dinformation-sur-le-logement,Agence départementale d'information sur le logement de la Côte-d'Or,Côte-d'Or,15.0,Agence d'Information sur le Logement (ADIL)
545-agence-departementale-dinformation-sur-le-logement,agence-departementale-dinformation-sur-le-logement,Agence départementale d'information sur le logement des Côtes-d'Amor,Côtes-d'Armor,15.0,Agence d'Information sur le Logement (ADIL)
546-agence-departementale-dinformation-sur-le-logement,agence-departementale-dinformation-sur-le-logement,Agence départementale d'information sur le logement de Dordogne,Dordogne,15.0,Agence d'Information sur le Logement (ADIL)
547-agence-departementale-dinformation-sur-le-logement,agence-departementale-dinformation-sur-le-logement,Agence départementale d'information sur le logement du Doubs,Doubs,15.0,Agence d'Information sur le Logement (ADIL)
548-agence-departementale-dinformation-sur-le-logement,agence-departementale-dinformation-sur-le-logement,Agence départementale d'information sur le logement de la Drôme,Drôme,15.0,Agence d'Information sur le Logement (ADIL)
549-agence-departementale-dinformation-sur-le-logement,agence-departementale-dinformation-sur-le-logement,Agence départementale d'information sur le logement de l'Eure,Eure,15.0,Agence d'Information sur le Logement (ADIL)
550-agence-interdepartementale-dinformation-sur-le-log,agence-interdepartementale-dinformation-sur-le-log,Agence interdépartementale d'information sur le logement du Loiret et d'Eure-et-Loir,Eure-et-Loir et Loiret,15.0,Agence d'Information sur le Logement (ADIL)
551-agence-departementale-dinformation-sur-le-logement,agence-departementale-dinformation-sur-le-logement,Agence départementale d'information sur le logement du Finistère,Finistère,15.0,Agence d'Information sur le Logement (ADIL)
552-agence-departementale-dinformation-sur-le-logement,agence-departementale-dinformation-sur-le-logement,Agence départementale d'information sur le logement du Gard,Gard,15.0,Agence d'Information sur le Logement (ADIL)
553-agence-departementale-dinformation-sur-le-logement,agence-departementale-dinformation-sur-le-logement,Agence départementale d'information sur le logement de Haute-Garonne,Haute-Garonne,15.0,Agence d'Information sur le Logement (ADIL)
554-agence-departementale-dinformation-sur-le-logement,agence-departementale-dinformation-sur-le-logement,Agence départementale d'information sur le logement du Gers,Gers,15.0,Agence d'Information sur le Logement (ADIL)
555-agence-departementale-dinformation-sur-le-logement,agence-departementale-dinformation-sur-le-logement,Agence départementale d'information sur le logement de Gironde,Gironde,15.0,Agence d'Information sur le Logement (ADIL)
556-agence-departementale-dinformation-sur-le-logement,agence-departementale-dinformation-sur-le-logement,Agence départementale d'information sur le logement de l'Hérault,Hérault,15.0,Agence d'Information sur le Logement (ADIL)
557-agence-departementale-dinformation-sur-le-logement,agence-departementale-dinformation-sur-le-logement,Agence départementale d'information sur le logement d'Ille-et-Vilaine,Ille-et-Vilaine,15.0,Agence d'Information sur le Logement (ADIL)
558-agence-departementale-dinformation-sur-le-logement,agence-departementale-dinformation-sur-le-logement,Agence départementale d'information sur le logement de l'Indre,Indre,15.0,Agence d'Information sur le Logement (ADIL)
560-agence-departementale-dinformation-sur-le-logement,agence-departementale-dinformation-sur-le-logement,Agence départementale d'information sur le logement du Jura,Jura,15.0,Agence d'Information sur le Logement (ADIL)
561-agence-departementale-dinformation-sur-le-logement,agence-departementale-dinformation-sur-le-logement,Agence départementale d'information sur le logement des Landes,Landes,15.0,Agence d'Information sur le Logement (ADIL)
562-agence-departementale-dinformation-sur-le-logement,agence-departementale-dinformation-sur-le-logement,Agence départementale d'information sur le logement de l'Isère,Isère,15.0,Agence d'Information sur le Logement (ADIL)
563-agence-departementale-dinformation-sur-le-logement,agence-departementale-dinformation-sur-le-logement,Agence départementale d'information sur le logement du Loir-et-Cher,Loir-et-Cher,15.0,Agence d'Information sur le Logement (ADIL)
564-agence-departementale-dinformation-sur-le-logement,agence-departementale-dinformation-sur-le-logement,Agence départementale d'information sur le logement de la Loire,Loire,15.0,Agence d'Information sur le Logement (ADIL)
565-agence-departementale-dinformation-sur-le-logement,agence-departementale-dinformation-sur-le-logement,Agence départementale d'information sur le logement de Loire-Atlantique,Loire-Atlantique,15.0,Agence d'Information sur le Logement (ADIL)
566-agence-departementale-dinformation-sur-le-logement,agence-departementale-dinformation-sur-le-logement,Agence départementale d'information sur le logement du Lot,Lot,15.0,Agence d'Information sur le Logement (ADIL)
567-agence-departementale-dinformation-sur-le-logement,agence-departementale-dinformation-sur-le-logement,Agence départementale d'information sur le logement du Lot-et-Garonne,Lot-et-Garonne,15.0,Agence d'Information sur le Logement (ADIL)
568-agence-departementale-dinformation-sur-le-logement,agence-departementale-dinformation-sur-le-logement,Agence départementale d'information sur le logement de la Lozère,Lozère,15.0,Agence d'Information sur le Logement (ADIL)
569-agence-departementale-dinformation-sur-le-logement,agence-departementale-dinformation-sur-le-logement,Agence départementale d'information sur le logement du Maine-et-Loire,Maine-et-Loire,15.0,Agence d'Information sur le Logement (ADIL)
570-agence-departementale-dinformation-sur-le-logement,agence-departementale-dinformation-sur-le-logement,Agence départementale d'information sur le logement de la Mayenne,Mayenne,15.0,Agence d'Information sur le Logement (ADIL)
571-agence-interdepartementale-dinformation-sur-le-log,agence-interdepartementale-dinformation-sur-le-log,Agence interdépartementale d'information sur le logement de Meurthe-et-Moselle et de Meuse,Départements de la Meurthe-et-Moselle et de la Meuse,15.0,Agence d'Information sur le Logement (ADIL)
572-agence-departementale-dinformation-sur-le-logement,agence-departementale-dinformation-sur-le-logement,Agence départementale d'information sur le logement du Morbihan,Morbihan,15.0,Agence d'Information sur le Logement (ADIL)
573-agence-departementale-dinformation-sur-le-logement,agence-departementale-dinformation-sur-le-logement,Agence départementale d'information sur le logement de Moselle,Moselle,15.0,Agence d'Information sur le Logement (ADIL)
574-agence-indepartementale-dinformation-sur-le-logeme,agence-indepartementale-dinformation-sur-le-logeme,Agence interdépartementale d'information sur le logement du Nord et du Pas-de-Calais,Nord-Pas-de-Calais,15.0,Agence d'Information sur le Logement (ADIL)
575-agence-departementale-dinformation-sur-le-logement,agence-departementale-dinformation-sur-le-logement,Agence départementale d'information sur le logement de l'Oise,Oise,15.0,Agence d'Information sur le Logement (ADIL)
